评论ID,用户ID,评论内容,时间,日期,平台,点赞数,评论数,转发数
comment_005323,user_00391,这个组合很开心，表现出色！,2025-01-13 21:28:48,2025-01-13,微信,78,7,4
comment_001840,user_00407,礼券很喜欢，收到很开心。,2025-01-13 22:28:36,2025-01-13,抖音,152,37,13
comment_001964,user_00401,这个这个意见很不爽，很糟糕。,2025-01-13 23:54:40,2025-01-13,微信,82,16,17
comment_001083,user_00159,通过了考试很糟糕，浪费时间。,2025-01-14 01:48:55,2025-01-14,西瓜视频,25,5,0
comment_000153,user_00598,腾讯的服务平平，中规中矩。,2025-01-14 04:39:15,2025-01-14,火山小视频,218,40,30
comment_000734,user_00925,这个容量很糟糕，没解决我的问题。,2025-01-14 05:07:31,2025-01-14,微博,50,21,7
comment_004981,user_00930,这部电影很开心，看得很开心。,2025-01-14 05:23:38,2025-01-14,爱奇艺,588,158,22
comment_002279,user_00755,这个软件很精彩，体验很好。,2025-01-14 07:01:35,2025-01-14,微博,551,148,48
comment_000915,user_00610,这部奇幻片很糟，看得很无聊。,2025-01-14 10:45:34,2025-01-14,抖音,100,19,7
comment_001395,user_00002,这个餐厅没什么特别，和预期差不多。,2025-01-14 11:10:29,2025-01-14,小咖秀,26,7,0
comment_002577,user_00140,这个速度平淡，可用但不常用。,2025-01-14 11:39:51,2025-01-14,豆瓣,476,99,99
comment_001128,user_00575,索尼的服务很喜欢，很满意。,2025-01-14 13:07:09,2025-01-14,美拍,119,0,34
comment_005662,user_00969,礼盒平平，收了但没惊喜。,2025-01-14 13:12:58,2025-01-14,芒果TV,102,19,4
comment_005766,user_00847,买了新房子很精彩，很有意义。,2025-01-14 16:31:50,2025-01-14,微信,342,163,85
comment_003815,user_00903,这个公园一般般，和预期差不多。,2025-01-14 16:37:36,2025-01-14,秒拍,349,22,67
comment_000743,user_00567,这个酒店寻常，和预期差不多。,2025-01-14 17:58:36,2025-01-14,腾讯视频,397,45,4
comment_000324,user_00533,这个稳定性很给力，解决了我的问题。,2025-01-14 18:36:53,2025-01-14,小红书,963,458,142
comment_001580,user_00875,这本传记很开心，值得一读。,2025-01-14 19:15:39,2025-01-14,小咖秀,75,24,15
comment_003958,user_00436,新的耳机很糟糕，性价比很低。,2025-01-14 20:10:24,2025-01-14,美拍,35,10,1
comment_003559,user_00187,这个俱乐部平平，表现平平。,2025-01-14 20:53:26,2025-01-14,抖音,393,142,43
comment_002241,user_00492,终于升职了了，很完美！,2025-01-14 21:44:30,2025-01-14,芒果TV,891,345,25
comment_004652,user_00847,这个这个假设一般化，没什么感觉。,2025-01-15 00:37:36,2025-01-15,映客,196,52,61
comment_002625,user_00097,新的智能音箱平淡，能用但不算好。,2025-01-15 02:42:05,2025-01-15,小红书,157,17,37
comment_003323,user_00400,这个模拟游戏很糟，玩得很生气。,2025-01-15 02:55:17,2025-01-15,今日头条,66,6,15
comment_001463,user_00965,这位医生的表现一般般，一般般。,2025-01-15 03:07:55,2025-01-15,抖音,307,118,32
comment_002435,user_00748,这个这个想法寻常，没什么感觉。,2025-01-15 03:24:12,2025-01-15,秒拍,449,13,23
comment_004352,user_00896,终于获得了奖项了，很赞！,2025-01-15 04:38:22,2025-01-15,微信,904,210,105
comment_004767,user_00404,售后服很精彩，五星好评！,2025-01-15 04:52:16,2025-01-15,西瓜视频,19,4,5
comment_002875,user_00585,这个音乐厅很精彩，下次还要来。,2025-01-15 06:22:21,2025-01-15,小咖秀,179,5,30
comment_000661,user_00100,这个组合平淡，听过就忘了。,2025-01-15 07:00:18,2025-01-15,B站,414,57,7
comment_005696,user_00730,这个医生太很糟了，很失望。,2025-01-15 09:10:41,2025-01-15,小红书,25,8,7
comment_002451,user_00089,去了新地方了，没什么特别的感觉。,2025-01-15 12:59:16,2025-01-15,美拍,16,5,0
comment_002079,user_00995,这个产品真的很差，很糟糕！,2025-01-15 13:51:30,2025-01-15,知乎,30,7,3
comment_005037,user_00576,这部动作片很糟糕，看得很无聊。,2025-01-15 14:19:39,2025-01-15,优酷,63,9,16
comment_003633,user_00171,买了新房子太棒了，很有意义。,2025-01-15 16:18:40,2025-01-15,芒果TV,523,231,39
comment_001362,user_00398,今天看了电影，很优秀。,2025-01-15 18:19:35,2025-01-15,小咖秀,952,45,120
comment_001411,user_00045,这个这个建议很喜欢，很有创意。,2025-01-15 18:56:59,2025-01-15,快手,350,166,114
comment_000997,user_00850,这个医生太很糟了，很失望。,2025-01-15 18:57:01,2025-01-15,美拍,53,4,12
comment_001694,user_00147,生日礼物很满意，收到很开心。,2025-01-15 19:11:02,2025-01-15,知乎,299,54,21
comment_002837,user_00758,开发服务很赞，五星好评！,2025-01-15 23:07:27,2025-01-15,映客,156,46,52
comment_002791,user_00403,这个产品真的很棒，很满意！,2025-01-16 01:00:42,2025-01-16,今日头条,640,142,209
comment_003803,user_00398,今天的火锅一般化，没什么亮点。,2025-01-16 04:03:23,2025-01-16,优酷,112,55,35
comment_001087,user_00892,这个产品真的很棒，很完美！,2025-01-16 04:11:52,2025-01-16,快手,792,297,100
comment_000026,user_00394,新的空调很出色，性价比很高。,2025-01-16 04:49:14,2025-01-16,豆瓣,106,16,2
comment_004183,user_00860,测试服务很糟，一星差评！,2025-01-16 04:53:52,2025-01-16,小红书,66,26,3
comment_005958,user_00874,今天去了旅行，很烦人，很失望。,2025-01-16 07:40:23,2025-01-16,抖音,35,14,10
comment_002563,user_00272,这本期刊很优秀，值得一读。,2025-01-16 09:39:19,2025-01-16,腾讯视频,530,182,4
comment_001473,user_00815,这个系统一般，能用但有缺陷。,2025-01-16 11:41:23,2025-01-16,爱奇艺,436,157,37
comment_002052,user_00898,这个警报普通，没什么特别的。,2025-01-16 12:27:03,2025-01-16,映客,283,92,30
comment_004247,user_00808,这个摇滚歌很开心，单曲循环了。,2025-01-16 14:29:34,2025-01-16,快手,237,43,24
comment_002467,user_00897,这个城市很给力，下次还要来。,2025-01-16 14:45:01,2025-01-16,小红书,162,3,11
comment_001265,user_00175,这个预警普通，没什么特别的。,2025-01-16 21:54:34,2025-01-16,豆瓣,378,71,71
comment_002022,user_00803,获得了奖项很精彩，很有意义。,2025-01-16 23:49:28,2025-01-16,西瓜视频,657,191,110
comment_004029,user_00404,这个队伍很赞，表现出色！,2025-01-17 01:31:46,2025-01-17,知乎,61,5,2
comment_004676,user_00015,这部冒险片很差，看得很无聊。,2025-01-17 01:46:56,2025-01-17,B站,63,26,4
comment_003251,user_00842,小米的服务没什么特别，中规中矩。,2025-01-17 02:10:00,2025-01-17,抖音,266,104,10
comment_004967,user_00413,这支球队很棒，表现出色！,2025-01-17 04:08:45,2025-01-17,百度贴吧,134,57,23
comment_002703,user_00923,这支乐队平淡，表现平平。,2025-01-17 05:50:33,2025-01-17,腾讯视频,445,108,114
comment_005942,user_00384,这个餐厅太棒了，下次还要来。,2025-01-17 10:22:14,2025-01-17,腾讯视频,288,32,17
comment_005743,user_00112,这个导航软件太差劲了，体验很差。,2025-01-17 10:45:44,2025-01-17,快手,39,4,1
comment_003156,user_00742,今天天气很好，适合参加了会议。,2025-01-17 11:33:17,2025-01-17,抖音,318,23,96
comment_002335,user_00864,终于认识了新朋友了，很出色！,2025-01-17 13:56:22,2025-01-17,小咖秀,971,16,9
comment_000503,user_00863,这个动作游戏很讨厌，玩得很生气。,2025-01-17 14:18:44,2025-01-17,小咖秀,71,9,2
comment_000486,user_00577,毕业了了，没什么特别的感觉。,2025-01-17 14:48:57,2025-01-17,B站,156,0,22
comment_001529,user_00857,这个商场普通，和预期差不多。,2025-01-17 15:23:21,2025-01-17,微信,207,28,69
comment_003305,user_00744,这个颁奖典礼很开心，单曲循环了。,2025-01-17 15:51:36,2025-01-17,映客,999,466,307
comment_001740,user_00272,实现了目标很开心，很有意义。,2025-01-17 15:53:00,2025-01-17,百度贴吧,534,174,99
comment_003534,user_00704,这个这个创意很不爽，很糟糕。,2025-01-17 17:07:09,2025-01-17,爱奇艺,27,4,5
comment_003967,user_00267,终于实现了目标了，很开心！,2025-01-17 22:13:09,2025-01-17,芒果TV,170,46,42
comment_002784,user_00042,今天天气寻常，不影响计划。,2025-01-17 22:52:59,2025-01-17,秒拍,63,15,8
comment_004735,user_00828,今天的小龙虾很优秀，推荐大家尝试。,2025-01-17 23:49:54,2025-01-17,快手,360,118,104
comment_000136,user_00865,这个医生太很失望了，很失望。,2025-01-18 00:59:18,2025-01-18,豆瓣,73,28,12
comment_004233,user_00007,这部电影很完美，看得很开心。,2025-01-18 03:22:22,2025-01-18,西瓜视频,777,230,67
comment_005730,user_00873,今天的咖啡很讨厌，不推荐。,2025-01-18 03:55:02,2025-01-18,火山小视频,86,6,21
comment_001731,user_00247,这款主机游戏平平，玩了但没上瘾。,2025-01-18 03:57:28,2025-01-18,微博,13,4,4
comment_003786,user_00142,这个材质很满意，解决了我的问题。,2025-01-18 06:25:19,2025-01-18,小红书,998,449,326
comment_000539,user_00408,这个电子音乐太棒了，单曲循环了。,2025-01-18 07:46:01,2025-01-18,优酷,215,31,13
comment_002896,user_00921,这个剧组平淡，表现平平。,2025-01-18 10:44:23,2025-01-18,今日头条,382,84,54
comment_002865,user_00783,这个尺寸很好，解决了我的问题。,2025-01-18 10:57:36,2025-01-18,爱奇艺,35,16,8
comment_000400,user_00079,这本哲学书很无聊，不值得读。,2025-01-18 11:45:56,2025-01-18,火山小视频,30,15,2
comment_002888,user_00787,这个产品真的很棒，很出色！,2025-01-18 13:58:10,2025-01-18,优酷,749,277,229
comment_003716,user_00328,终于收到快递了，很满意！,2025-01-18 16:50:47,2025-01-18,小红书,363,76,117
comment_000676,user_00163,网约车服务很糟，一星差评！,2025-01-18 18:22:15,2025-01-18,秒拍,77,24,15
comment_003620,user_00567,新的平板很糟，性价比很低。,2025-01-18 22:23:31,2025-01-18,B站,9,2,2
comment_002873,user_00970,新的空调很无聊，性价比很低。,2025-01-19 03:17:52,2025-01-19,美拍,75,37,0
comment_004015,user_00752,客服服务很满意，五星好评！,2025-01-19 04:52:17,2025-01-19,优酷,17,5,4
comment_001441,user_00455,这个工具很失望，体验很差。,2025-01-19 09:53:09,2025-01-19,快手,22,2,1
comment_005416,user_00470,今天吃了火锅，太棒了。,2025-01-19 12:34:18,2025-01-19,知乎,378,79,55
comment_002352,user_00108,今天读了书，很糟糕，很失望。,2025-01-19 14:00:34,2025-01-19,微信,28,8,2
comment_003227,user_00993,终于完成了任务了，结果很烦人！,2025-01-19 14:52:57,2025-01-19,微博,67,0,17
comment_004461,user_00944,这个模拟游戏很糟，玩得很生气。,2025-01-19 15:33:11,2025-01-19,芒果TV,84,23,14
comment_001798,user_00482,酒店服务很烂，一星差评！,2025-01-19 17:05:08,2025-01-19,腾讯视频,66,4,19
comment_004108,user_00409,这本哲学书很烂，不值得读。,2025-01-19 18:44:55,2025-01-19,优酷,41,14,7
comment_004114,user_00806,这部青春片寻常，没什么印象。,2025-01-19 21:22:18,2025-01-19,小红书,253,125,28
comment_001287,user_00579,这个演员太很喜欢了，支持！,2025-01-20 00:43:42,2025-01-20,小咖秀,258,46,44
comment_004715,user_00835,这本参考书很棒，值得一读。,2025-01-20 02:20:02,2025-01-20,秒拍,533,42,17
comment_004334,user_00627,这本传记太棒了，值得一读。,2025-01-20 03:09:17,2025-01-20,微信,217,106,65
comment_001466,user_00555,这个小组很赞，表现出色！,2025-01-20 04:18:10,2025-01-20,今日头条,525,18,152
comment_004472,user_00542,这个产品真的很差，很无聊！,2025-01-20 05:04:27,2025-01-20,映客,29,9,4
comment_003400,user_00706,这个这个意见普通，没什么感觉。,2025-01-20 08:57:35,2025-01-20,知乎,418,190,49
comment_001584,user_00684,今天的奶茶很棒，推荐大家尝试。,2025-01-20 11:27:59,2025-01-20,优酷,399,199,97
comment_000036,user_00936,这款手游很喜欢，玩得很尽兴。,2025-01-20 11:38:31,2025-01-20,小红书,834,32,112
comment_003430,user_00541,酒店服务很糟糕，一星差评！,2025-01-20 14:06:30,2025-01-20,微博,51,7,6
comment_001177,user_00839,这个乐队寻常，听过就忘了。,2025-01-20 22:54:27,2025-01-20,知乎,72,34,5
comment_002571,user_00392,买了新车很糟糕，浪费时间。,2025-01-20 23:18:45,2025-01-20,百度贴吧,45,5,11
comment_001455,user_00592,这位律师太很失望了，很失望。,2025-01-21 01:03:16,2025-01-21,秒拍,28,5,6
comment_000568,user_00345,这个酒店很失望，下次不会来了。,2025-01-21 01:39:00,2025-01-21,微信,47,5,7
comment_005189,user_00963,这个安全性很优秀，解决了我的问题。,2025-01-21 03:28:09,2025-01-21,优酷,920,42,106
comment_004230,user_00201,这个轻音乐太差劲了，听了一遍就不想再听。,2025-01-21 04:16:53,2025-01-21,秒拍,48,16,6
comment_001193,user_00952,这个商场很优秀，下次还要来。,2025-01-21 04:37:09,2025-01-21,抖音,911,288,41
comment_002196,user_00597,通过了考试很好，很有意义。,2025-01-21 04:38:24,2025-01-21,B站,343,80,24
comment_001468,user_00167,苹果的服务普通，中规中矩。,2025-01-21 08:45:01,2025-01-21,百度贴吧,415,56,101
comment_003921,user_00709,这个产品真的很差，很糟心！,2025-01-21 10:24:26,2025-01-21,腾讯视频,98,43,29
comment_004301,user_00553,这本心理学书很无聊，不值得读。,2025-01-21 12:54:31,2025-01-21,火山小视频,22,3,4
comment_000834,user_00113,这个界面一般，可用但不常用。,2025-01-21 16:45:58,2025-01-21,优酷,283,72,39
comment_000663,user_00951,这个平台太差劲了，体验很差。,2025-01-21 18:59:04,2025-01-21,优酷,4,1,1
comment_004004,user_00668,这位歌手太很失望了，很失望。,2025-01-21 20:32:02,2025-01-21,微博,86,31,1
comment_005587,user_00821,今天看了直播，很棒。,2025-01-21 23:25:37,2025-01-21,腾讯视频,641,71,206
comment_003530,user_00520,今天玩了桌游，很完美。,2025-01-21 23:47:05,2025-01-21,B站,822,329,261
comment_003256,user_00051,这个健身房太差劲了，下次不会来了。,2025-01-22 01:09:09,2025-01-22,小咖秀,74,31,24
comment_003099,user_00577,今天去了健身房，很失望，很失望。,2025-01-22 01:13:10,2025-01-22,微博,36,7,4
comment_005451,user_00971,这本艺术书很糟，不值得读。,2025-01-22 04:45:43,2025-01-22,小红书,76,35,9
comment_005171,user_00135,这个产品真的很棒，很出色！,2025-01-22 07:04:51,2025-01-22,今日头条,905,398,270
comment_001820,user_00152,物流服务很无聊，一星差评！,2025-01-22 09:16:01,2025-01-22,百度贴吧,43,8,12
comment_003903,user_00288,终于开始了新工作了，很喜欢！,2025-01-22 12:55:13,2025-01-22,美拍,749,230,86
comment_000269,user_00983,这个社交软件很满意，体验很好。,2025-01-22 13:56:19,2025-01-22,映客,97,10,9
comment_003455,user_00982,这个单曲一般化，听过就忘了。,2025-01-22 14:46:21,2025-01-22,今日头条,83,26,27
comment_005555,user_00222,这个演员的表现中规中矩，一般般。,2025-01-22 15:22:45,2025-01-22,今日头条,333,5,106
comment_004740,user_00934,今天的韩餐一般般，没什么亮点。,2025-01-22 16:08:21,2025-01-22,秒拍,89,26,15
comment_000360,user_00521,这个价格很讨厌，没解决我的问题。,2025-01-22 18:31:40,2025-01-22,小红书,52,6,10
comment_004662,user_00063,这个话题寻常，没什么特别的。,2025-01-22 20:46:27,2025-01-22,美拍,306,45,26
comment_005545,user_00824,今天天气寻常，不影响计划。,2025-01-22 20:58:54,2025-01-22,美拍,441,20,123
comment_003543,user_00701,这个这个建议很失望，很糟糕。,2025-01-22 23:18:32,2025-01-22,小红书,72,2,0
comment_004053,user_00688,这个价格很完美，解决了我的问题。,2025-01-23 02:00:10,2025-01-23,知乎,356,140,62
comment_002289,user_00536,毕业礼物很优秀，收到很开心。,2025-01-23 02:54:35,2025-01-23,芒果TV,417,146,54
comment_005543,user_00966,这个冒险游戏很糟糕，玩得很生气。,2025-01-23 03:21:01,2025-01-23,芒果TV,91,3,24
comment_002454,user_00150,终于实现了目标了，结果很糟！,2025-01-23 04:09:38,2025-01-23,爱奇艺,66,3,9
comment_004860,user_00016,终于收到快递了，很好！,2025-01-23 08:32:05,2025-01-23,微博,143,42,20
comment_001687,user_00092,拼多多的服务一般化，中规中矩。,2025-01-23 09:56:41,2025-01-23,腾讯视频,454,186,61
comment_005781,user_00189,这个客服组很无聊，表现很差！,2025-01-23 12:54:56,2025-01-23,小红书,23,0,5
comment_000547,user_00368,这个游泳池很生气，下次不会来了。,2025-01-23 13:30:29,2025-01-23,今日头条,84,7,28
comment_003153,user_00143,这部文艺片很给力，看得很开心。,2025-01-23 13:33:20,2025-01-23,豆瓣,47,4,12
